20250701_HM0467CuNb3Zr2_chiAC_1T.tx.002.txt Tue, Jul 1, 2025 1:15:56 PM Juan Jackson
Magnet: None
Trigger spacing of 0.010000 on column #1
Offsets:	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0

Scale Factors:	1.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E+0

1t
Temperature_002	Field_002	Chan1_V_002	Chan2_V_002	Timestamp_002
9.763900000E+0	9.999686523E+3	1.580460000E-6	1.247980000E-7	8.845100000E+1
9.753300000E+0	9.999686523E+3	1.542280000E-6	-2.700850000E-7	8.966700000E+1
9.741400000E+0	9.999686523E+3	1.583260000E-6	1.480810000E-7	9.118000000E+1
9.729200000E+0	9.999686523E+3	9.350520000E-7	-2.114110000E-7	9.273100000E+1
9.715800000E+0	9.999686523E+3	1.715500000E-6	-3.632180000E-8	9.418100000E+1
9.705700000E+0	9.999686523E+3	1.836580000E-6	-3.213080000E-7	9.553300000E+1
9.691800000E+0	9.999686523E+3	1.600020000E-6	-2.393520000E-7	9.730800000E+1
9.681200000E+0	9.999686523E+3	1.403510000E-6	-2.384200000E-7	9.859600000E+1
9.667000000E+0	9.999686523E+3	1.083140000E-6	2.840550000E-7	1.003230000E+2
9.655900000E+0	9.999686523E+3	1.722020000E-6	2.421450000E-8	1.016980000E+2
9.645800000E+0	9.999686523E+3	1.271260000E-6	2.579780000E-7	1.032600000E+2
9.634100000E+0	9.999686523E+3	1.192100000E-6	-1.816090000E-7	1.043290000E+2
9.623700000E+0	9.999686523E+3	1.361600000E-6	-2.263120000E-7	1.055130000E+2
9.610500000E+0	9.999686523E+3	1.632620000E-6	-3.948830000E-7	1.070440000E+2
9.599400000E+0	9.999686523E+3	1.885940000E-6	-4.274790000E-7	1.083970000E+2
9.588200000E+0	9.999686523E+3	1.017940000E-6	-5.224760000E-7	1.096440000E+2
9.577000000E+0	9.999686523E+3	1.349490000E-6	-4.097840000E-8	1.109870000E+2
9.562400000E+0	9.999686523E+3	1.884070000E-6	1.061710000E-7	1.127470000E+2
9.548200000E+0	9.999686523E+3	1.296410000E-6	-5.038490000E-7	1.144780000E+2
9.536000000E+0	9.999686523E+3	1.583260000E-6	-2.235190000E-8	1.158420000E+2
9.523400000E+0	9.999686523E+3	1.606540000E-6	2.421460000E-7	1.175220000E+2
9.512300000E+0	9.999686523E+3	9.629950000E-7	4.377240000E-8	1.191250000E+2
9.501000000E+0	9.999686523E+3	1.272190000E-6	2.514580000E-8	1.201900000E+2
9.490000000E+0	9.999686523E+3	1.275920000E-6	-1.974410000E-7	1.215400000E+2
9.479100000E+0	9.999686523E+3	1.739720000E-6	-2.952310000E-7	1.229250000E+2
9.465100000E+0	9.999686523E+3	1.152050000E-6	-2.458710000E-7	1.245990000E+2
9.453500000E+0	9.999686523E+3	1.988390000E-6	8.121170000E-7	1.259690000E+2
9.442400000E+0	9.999686523E+3	1.121320000E-6	4.256160000E-7	1.272930000E+2
9.430100000E+0	9.999686523E+3	1.126910000E-6	-1.769520000E-8	1.285940000E+2
9.419100000E+0	9.999686523E+3	1.467770000E-6	-8.381950000E-8	1.300480000E+2
9.407600000E+0	9.999686523E+3	1.616780000E-6	-1.974410000E-7	1.312800000E+2
