20250701_HM467CuNb3Zr2_chiAC_vs_T_B_0.002.txt Tue, Jul 1, 2025 3:24:01 PM Juan Jackson
Magnet: None
Trigger spacing of 0.010000 on column #1
Offsets:	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0

Scale Factors:	1.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E+0

0T
Temperature_002	Field_002	Chan1_V_002	Chan2_V_002	Timestamp_002
9.226600000E+0	1.504495181E-2	-2.145780000E-6	9.127010000E-8	5.133200000E+1
9.238400000E+0	1.504495181E-2	-2.127160000E-6	7.823160000E-8	5.347900000E+1
9.249500000E+0	1.504495181E-2	-2.155090000E-6	1.192100000E-7	5.562200000E+1
9.260600000E+0	1.504495181E-2	-2.156960000E-6	8.009420000E-8	5.800800000E+1
9.273100000E+0	1.504495181E-2	-2.149510000E-6	4.656640000E-8	6.043200000E+1
9.283400000E+0	1.504495181E-2	-2.179310000E-6	6.705570000E-8	6.243300000E+1
9.294100000E+0	1.504495181E-2	-2.201660000E-6	5.401690000E-8	6.437300000E+1
9.304600000E+0	1.504495181E-2	-2.201660000E-6	6.891830000E-8	6.677800000E+1
9.315900000E+0	1.504495181E-2	-2.093630000E-6	6.333040000E-8	6.881200000E+1
9.326400000E+0	1.504495181E-2	-2.153230000E-6	6.333040000E-8	7.117600000E+1
9.338200000E+0	1.504495181E-2	-2.088040000E-6	6.146770000E-8	7.360100000E+1
9.350500000E+0	1.504495181E-2	-2.197940000E-6	1.229350000E-7	7.597200000E+1
9.362700000E+0	1.504495181E-2	-2.134610000E-6	6.146770000E-8	7.839000000E+1
9.374900000E+0	1.504495181E-2	-2.101080000E-6	5.401690000E-8	8.080100000E+1
9.385300000E+0	1.504495181E-2	-2.136470000E-6	5.587960000E-8	8.281300000E+1
9.395500000E+0	1.504495181E-2	-2.106670000E-6	8.754480000E-8	8.519100000E+1
9.406100000E+0	1.504495181E-2	-2.153230000E-6	5.960510000E-8	8.716400000E+1
9.417600000E+0	1.504495181E-2	-2.112250000E-6	1.862660000E-8	8.959400000E+1
9.430200000E+0	1.504495181E-2	-2.158820000E-6	6.146770000E-8	9.197200000E+1
9.441800000E+0	1.504495181E-2	-2.173720000E-6	6.333040000E-8	9.439900000E+1
9.452500000E+0	1.504495181E-2	-2.121570000E-6	7.823160000E-8	9.664100000E+1
9.463000000E+0	1.504495181E-2	-2.149510000E-6	1.862660000E-8	9.851500000E+1
9.475600000E+0	1.504495181E-2	-2.123430000E-6	3.725310000E-8	1.009810000E+2
9.488000000E+0	1.504495181E-2	-2.123430000E-6	3.539050000E-8	1.033170000E+2
9.498800000E+0	1.504495181E-2	-2.115980000E-6	4.470370000E-8	1.057180000E+2
9.510200000E+0	1.504495181E-2	-2.145780000E-6	1.247980000E-7	1.077170000E+2
9.522000000E+0	1.504495181E-2	-2.115980000E-6	7.636890000E-8	1.101370000E+2
9.532700000E+0	1.504495181E-2	-2.130880000E-6	8.568210000E-8	1.124040000E+2
9.544000000E+0	1.504495181E-2	-2.143920000E-6	1.862660000E-8	1.146730000E+2
9.554800000E+0	1.504495181E-2	-2.142060000E-6	5.960510000E-8	1.166530000E+2
9.565200000E+0	1.504495181E-2	-2.114120000E-6	3.911580000E-8	1.190400000E+2
9.576200000E+0	1.504495181E-2	-2.192350000E-6	1.303860000E-8	1.210700000E+2
9.586700000E+0	1.504495181E-2	-2.123430000E-6	4.842900000E-8	1.234770000E+2
9.597800000E+0	1.504495181E-2	-2.142060000E-6	4.842900000E-8	1.255970000E+2
9.608900000E+0	1.504495181E-2	-2.143920000E-6	6.146770000E-8	1.276710000E+2
9.619300000E+0	1.504495181E-2	-2.143920000E-6	7.450630000E-8	1.296300000E+2
9.630500000E+0	1.504495181E-2	-2.101080000E-6	4.842900000E-8	1.320150000E+2
9.642600000E+0	1.504495181E-2	-2.136470000E-6	8.009420000E-8	1.344300000E+2
9.653700000E+0	1.504495181E-2	-2.151370000E-6	4.470370000E-8	1.367780000E+2
9.667300000E+0	1.504495181E-2	-2.099220000E-6	6.519300000E-8	1.392080000E+2
9.679600000E+0	1.504495181E-2	-2.101080000E-6	7.636890000E-8	1.420050000E+2
9.690600000E+0	1.504495181E-2	-2.110390000E-6	6.891830000E-8	1.442030000E+2
9.700800000E+0	1.504495181E-2	-2.121570000E-6	8.195680000E-8	1.461340000E+2
9.710800000E+0	1.504495181E-2	-2.132740000E-6	4.656640000E-8	1.481750000E+2
9.721100000E+0	1.504495181E-2	-2.175580000E-6	2.980250000E-8	1.501120000E+2
9.731400000E+0	1.504495181E-2	-2.138330000E-6	8.381950000E-8	1.521280000E+2
9.741700000E+0	1.504495181E-2	-2.102940000E-6	5.401690000E-8	1.541250000E+2
9.753300000E+0	1.504495181E-2	-2.129020000E-6	1.043090000E-7	1.565240000E+2
9.765000000E+0	1.504495181E-2	-2.140190000E-6	9.685800000E-8	1.589170000E+2
9.775400000E+0	1.504495181E-2	-2.112250000E-6	7.264360000E-8	1.609650000E+2
9.786000000E+0	1.504495181E-2	-2.149510000E-6	4.470370000E-8	1.629680000E+2
9.797900000E+0	1.504495181E-2	-2.132740000E-6	1.043090000E-7	1.653380000E+2
9.808000000E+0	1.504495181E-2	-2.134610000E-6	1.192100000E-7	1.673960000E+2
9.818100000E+0	1.504495181E-2	-2.134610000E-6	5.401690000E-8	1.693330000E+2
9.829100000E+0	1.504495181E-2	-2.093630000E-6	8.009420000E-8	1.717200000E+2
9.841000000E+0	1.504495181E-2	-2.099220000E-6	1.061710000E-7	1.741560000E+2
9.851600000E+0	1.504495181E-2	-2.151370000E-6	6.333040000E-8	1.762980000E+2
9.863500000E+0	1.504495181E-2	-2.138330000E-6	4.097840000E-8	1.786420000E+2
9.873800000E+0	1.504495181E-2	-2.104800000E-6	7.823160000E-8	1.806950000E+2
9.883900000E+0	1.504495181E-2	-2.129020000E-6	5.215430000E-8	1.826630000E+2
9.894200000E+0	1.504495181E-2	-2.145780000E-6	3.166520000E-8	1.846570000E+2
9.905500000E+0	1.504495181E-2	-2.102940000E-6	4.097840000E-8	1.870750000E+2
9.915600000E+0	1.504495181E-2	-2.119700000E-6	9.499540000E-8	1.890580000E+2
9.927700000E+0	1.504495181E-2	-2.125290000E-6	1.173470000E-7	1.915990000E+2
9.938500000E+0	1.504495181E-2	-2.134610000E-6	5.774220000E-8	1.936000000E+2
9.950000000E+0	1.504495181E-2	-2.142060000E-6	2.421450000E-8	1.960480000E+2
9.961800000E+0	1.504495181E-2	-2.145780000E-6	3.539050000E-8	1.984720000E+2
9.972100000E+0	1.504495181E-2	-2.121570000E-6	4.470370000E-8	2.003970000E+2
9.983100000E+0	1.504495181E-2	-2.075000000E-6	7.823160000E-8	2.028100000E+2
9.993700000E+0	1.504495181E-2	-2.143920000E-6	5.587960000E-8	2.047930000E+2
1.000460000E+1	1.504495181E-2	-2.186760000E-6	6.891830000E-8	2.069980000E+2
1.001540000E+1	1.504495181E-2	-2.104800000E-6	4.842900000E-8	2.089380000E+2
1.002590000E+1	1.504495181E-2	-2.130880000E-6	7.450630000E-8	2.113340000E+2
1.003700000E+1	1.504495181E-2	-2.089900000E-6	5.215430000E-8	2.133540000E+2
1.004810000E+1	1.504495181E-2	-2.091770000E-6	5.215430000E-8	2.157410000E+2
1.005850000E+1	1.504495181E-2	-2.127160000E-6	6.333040000E-8	2.177690000E+2
1.006910000E+1	1.504495181E-2	-2.140190000E-6	5.029160000E-8	2.197280000E+2
1.007940000E+1	1.504495181E-2	-2.175580000E-6	7.450640000E-9	2.217330000E+2
1.009190000E+1	1.504495181E-2	-2.145780000E-6	7.078100000E-8	2.241320000E+2
1.010270000E+1	1.504495181E-2	-2.084310000E-6	9.685800000E-8	2.265350000E+2
1.011290000E+1	1.504495181E-2	-2.134610000E-6	6.146770000E-8	2.285500000E+2
1.012400000E+1	1.504495181E-2	-2.065690000E-6	6.146770000E-8	2.305360000E+2
1.013560000E+1	1.504495181E-2	-2.108530000E-6	8.381950000E-8	2.329300000E+2
1.014590000E+1	1.504495181E-2	-2.143920000E-6	5.029160000E-8	2.349220000E+2
1.015680000E+1	1.504495181E-2	-2.115980000E-6	7.823160000E-8	2.369260000E+2
1.016730000E+1	1.504495181E-2	-2.218420000E-6	4.656640000E-8	2.393270000E+2
1.017780000E+1	1.504495181E-2	-2.097350000E-6	1.862660000E-8	2.413750000E+2
1.018870000E+1	1.504495181E-2	-2.089900000E-6	6.519300000E-8	2.437930000E+2
1.020020000E+1	1.504495181E-2	-2.091770000E-6	6.333040000E-8	2.461380000E+2
1.021320000E+1	1.504495181E-2	-2.177450000E-6	1.154840000E-7	2.485890000E+2
1.022590000E+1	1.504495181E-2	-2.091770000E-6	2.235190000E-8	2.509340000E+2
1.023710000E+1	1.504495181E-2	-2.095490000E-6	7.264360000E-8	2.534890000E+2
1.024980000E+1	1.504495181E-2	-2.058240000E-6	5.215430000E-8	2.558960000E+2
1.026050000E+1	1.504495181E-2	-2.123430000E-6	6.519300000E-8	2.579000000E+2
1.027290000E+1	1.504495181E-2	-2.078730000E-6	7.823160000E-8	2.602800000E+2
1.028410000E+1	1.504495181E-2	-2.058240000E-6	8.940740000E-8	2.627490000E+2
1.029530000E+1	1.504495181E-2	-2.045200000E-6	4.656640000E-8	2.648410000E+2
1.030530000E+1	1.504495181E-2	-2.086180000E-6	5.774220000E-8	2.668150000E+2
1.031650000E+1	1.504495181E-2	-2.095490000E-6	7.264360000E-8	2.692250000E+2
1.032830000E+1	1.504495181E-2	-2.037750000E-6	6.519300000E-8	2.716180000E+2
1.033960000E+1	1.504495181E-2	-2.106670000E-6	5.029160000E-8	2.737540000E+2
1.034990000E+1	1.504495181E-2	-2.091770000E-6	8.940740000E-8	2.757550000E+2
1.036120000E+1	1.504495181E-2	-2.075000000E-6	7.823160000E-8	2.781650000E+2
1.037270000E+1	1.504495181E-2	-2.086180000E-6	2.607710000E-8	2.805450000E+2
1.038500000E+1	1.504495181E-2	-2.086180000E-6	8.940740000E-8	2.829770000E+2
1.039660000E+1	1.504495181E-2	-2.071280000E-6	3.352780000E-8	2.853650000E+2
1.040700000E+1	1.504495181E-2	-2.089900000E-6	-1.117590000E-8	2.873870000E+2
1.041900000E+1	1.504495181E-2	-2.026570000E-6	6.705570000E-8	2.897900000E+2
1.043110000E+1	1.504495181E-2	-2.019120000E-6	2.793980000E-8	2.922060000E+2
1.044130000E+1	1.504495181E-2	-2.000500000E-6	4.842900000E-8	2.941640000E+2
1.045160000E+1	1.504495181E-2	-2.060100000E-6	8.195680000E-8	2.961590000E+2
1.046160000E+1	1.504495181E-2	-2.011670000E-6	8.195680000E-8	2.982290000E+2
1.047200000E+1	1.504495181E-2	-1.985590000E-6	6.146770000E-8	3.003230000E+2
1.048360000E+1	1.504495181E-2	-1.987460000E-6	4.656640000E-8	3.026980000E+2
1.049550000E+1	1.504495181E-2	-2.007950000E-6	-1.676390000E-8	3.051090000E+2
1.050560000E+1	1.504495181E-2	-1.974420000E-6	-2.421450000E-8	3.071160000E+2
1.051760000E+1	1.504495181E-2	-1.912950000E-6	0.000000000E+0	3.095010000E+2
1.052770000E+1	1.504495181E-2	-1.857060000E-6	9.313280000E-9	3.115240000E+2
1.053790000E+1	1.504495181E-2	-1.896180000E-6	5.215430000E-8	3.135120000E+2
1.054810000E+1	1.504495181E-2	-1.812360000E-6	-1.862660000E-9	3.155560000E+2
1.055820000E+1	1.504495181E-2	-1.763930000E-6	-1.117590000E-8	3.175100000E+2
1.056860000E+1	1.504495181E-2	-1.715500000E-6	-3.352780000E-8	3.195070000E+2
1.057990000E+1	1.504495181E-2	-1.639140000E-6	-2.980250000E-8	3.219000000E+2
1.059170000E+1	1.504495181E-2	-1.514340000E-6	-4.656640000E-8	3.243070000E+2
1.060200000E+1	1.504495181E-2	-1.410030000E-6	-1.061710000E-7	3.264190000E+2
1.061230000E+1	1.504495181E-2	-1.311310000E-6	-8.940740000E-8	3.284880000E+2
1.062260000E+1	1.504495181E-2	-1.193960000E-6	-6.333040000E-8	3.304540000E+2
1.063420000E+1	1.504495181E-2	-1.063580000E-6	-1.210730000E-7	3.328230000E+2
1.064460000E+1	1.504495181E-2	-9.182880000E-7	-1.490130000E-7	3.348380000E+2
1.065540000E+1	1.504495181E-2	-7.543750000E-7	-1.285230000E-7	3.368130000E+2
1.066740000E+1	1.504495181E-2	-5.736980000E-7	-5.960510000E-8	3.392170000E+2
1.067850000E+1	1.504495181E-2	-4.991930000E-7	-1.173470000E-7	3.416890000E+2
1.069160000E+1	1.504495181E-2	-4.209600000E-7	-1.136220000E-7	3.440220000E+2
1.070200000E+1	1.504495181E-2	-2.626350000E-7	5.587960000E-9	3.464260000E+2
1.071230000E+1	1.504495181E-2	-1.899910000E-7	-5.401690000E-8	3.484220000E+2
1.072420000E+1	1.504495181E-2	-1.806770000E-7	-4.842900000E-8	3.508170000E+2
1.073430000E+1	1.504495181E-2	-3.352780000E-8	-3.539050000E-8	3.528570000E+2
1.074470000E+1	1.504495181E-2	-5.215430000E-8	-7.450630000E-8	3.548600000E+2
1.075610000E+1	1.504495181E-2	-8.754480000E-8	-1.303860000E-8	3.572260000E+2
1.076850000E+1	1.504495181E-2	-9.499540000E-8	1.862660000E-9	3.596180000E+2
1.077910000E+1	1.504495181E-2	-2.980250000E-8	-1.117590000E-8	3.617420000E+2
1.078950000E+1	1.504495181E-2	-5.774220000E-8	-5.587960000E-8	3.637360000E+2
1.080010000E+1	1.504495181E-2	-3.725320000E-9	-8.195680000E-8	3.657550000E+2
1.081130000E+1	1.504495181E-2	-2.048920000E-8	-3.725310000E-8	3.677610000E+2
1.082370000E+1	1.504495181E-2	-7.450640000E-9	-1.490130000E-8	3.702870000E+2
1.083490000E+1	1.504495181E-2	-1.676390000E-8	3.352780000E-8	3.727390000E+2
1.084570000E+1	1.504495181E-2	-6.891830000E-8	0.000000000E+0	3.746900000E+2
1.085880000E+1	1.504495181E-2	-3.911580000E-8	-2.048920000E-8	3.774710000E+2
1.087000000E+1	1.504495181E-2	-1.676390000E-8	-8.009420000E-8	3.799430000E+2
1.088040000E+1	1.504495181E-2	4.097840000E-8	5.215430000E-8	3.822770000E+2
1.089220000E+1	1.504495181E-2	-3.725320000E-9	-2.048920000E-8	3.843010000E+2
1.090460000E+1	1.504495181E-2	-2.607710000E-8	-3.352780000E-8	3.868350000E+2
1.091610000E+1	1.504495181E-2	-2.607710000E-8	-4.284110000E-8	3.892120000E+2
1.092650000E+1	1.504495181E-2	1.862660000E-9	0.000000000E+0	3.911970000E+2
1.093880000E+1	1.504495181E-2	-1.117590000E-8	-3.725320000E-9	3.936310000E+2
1.095050000E+1	1.504495181E-2	-2.235190000E-8	3.166520000E-8	3.960760000E+2
1.096390000E+1	1.504495181E-2	-4.097840000E-8	2.235190000E-8	3.984140000E+2
1.097530000E+1	1.504495181E-2	-1.676390000E-8	1.862660000E-8	4.008320000E+2
1.098640000E+1	1.504495181E-2	-4.284110000E-8	-5.587960000E-8	4.032120000E+2
1.099850000E+1	1.504495181E-2	9.313280000E-9	-1.862660000E-9	4.056090000E+2
1.100920000E+1	1.504495181E-2	2.048920000E-8	-6.891830000E-8	4.077480000E+2
1.102130000E+1	1.504495181E-2	-1.490130000E-8	-5.587960000E-8	4.101830000E+2
1.103280000E+1	1.504495181E-2	6.891830000E-8	3.352780000E-8	4.122790000E+2
1.104400000E+1	1.504495181E-2	2.607710000E-8	-1.490130000E-8	4.146840000E+2
1.105570000E+1	1.504495181E-2	3.725320000E-9	-2.980250000E-8	4.170810000E+2
1.106770000E+1	1.504495181E-2	-1.303860000E-8	-4.097840000E-8	4.194820000E+2
1.107980000E+1	1.504495181E-2	3.166520000E-8	-2.607710000E-8	4.218660000E+2
1.109000000E+1	1.504495181E-2	-1.862660000E-9	2.980250000E-8	4.238600000E+2
1.110170000E+1	1.504495181E-2	-5.587960000E-9	0.000000000E+0	4.262530000E+2
1.111330000E+1	1.504495181E-2	-9.685800000E-8	-3.539050000E-8	4.287030000E+2
1.112340000E+1	1.504495181E-2	3.539050000E-8	-4.097840000E-8	4.306680000E+2
1.113520000E+1	1.504495181E-2	1.676390000E-8	-5.587960000E-9	4.330620000E+2
1.114570000E+1	1.504495181E-2	-1.862660000E-9	-2.421450000E-8	4.350700000E+2
1.115760000E+1	1.504495181E-2	2.980250000E-8	3.725320000E-9	4.374650000E+2
1.116780000E+1	1.504495181E-2	1.862660000E-8	-4.284110000E-8	4.394740000E+2
1.117800000E+1	1.504495181E-2	1.862660000E-9	-2.980250000E-8	4.414860000E+2
1.118840000E+1	1.504495181E-2	-4.097840000E-8	-3.911580000E-8	4.435320000E+2
1.120000000E+1	1.504495181E-2	-1.676390000E-8	-2.607710000E-8	4.458850000E+2
1.121190000E+1	1.504495181E-2	4.097840000E-8	-3.725320000E-9	4.482790000E+2
1.122390000E+1	1.504495181E-2	5.587960000E-9	2.607710000E-8	4.507540000E+2
1.123410000E+1	1.504495181E-2	9.313280000E-9	2.793980000E-8	4.526810000E+2
1.124590000E+1	1.504495181E-2	-2.421450000E-8	-4.284110000E-8	4.550840000E+2
1.125720000E+1	1.504495181E-2	-1.490130000E-8	-2.048920000E-8	4.574690000E+2
1.126740000E+1	1.504495181E-2	-1.676390000E-8	-9.313280000E-9	4.595350000E+2
1.127950000E+1	1.504495181E-2	-2.793980000E-8	0.000000000E+0	4.618820000E+2
1.129150000E+1	1.504495181E-2	-1.862660000E-8	-1.490130000E-8	4.642620000E+2
1.130160000E+1	1.504495181E-2	9.313280000E-9	-1.303860000E-8	4.662520000E+2
1.131510000E+1	1.504495181E-2	-6.146770000E-8	3.166520000E-8	4.689420000E+2
1.132510000E+1	1.504495181E-2	-1.117590000E-8	-1.117590000E-8	4.709420000E+2
1.133800000E+1	1.504495181E-2	-1.490130000E-8	-4.842900000E-8	4.733340000E+2
1.134940000E+1	1.504495181E-2	2.421450000E-8	-9.313280000E-9	4.757540000E+2
1.136070000E+1	1.504495181E-2	-5.587960000E-8	-1.303860000E-8	4.783120000E+2
1.137130000E+1	1.504495181E-2	3.725320000E-9	-1.303860000E-8	4.802830000E+2
1.138250000E+1	1.504495181E-2	-2.980250000E-8	-2.980250000E-8	4.826690000E+2
1.139430000E+1	1.504495181E-2	7.450640000E-9	-4.656640000E-8	4.850800000E+2
1.140720000E+1	1.504495181E-2	-2.421450000E-8	-1.117590000E-8	4.875320000E+2
1.141950000E+1	1.504495181E-2	-3.911580000E-8	-7.450640000E-9	4.899150000E+2
1.143130000E+1	1.504495181E-2	1.862660000E-8	-2.607710000E-8	4.923020000E+2
1.144340000E+1	1.504495181E-2	-6.519300000E-8	-5.587960000E-8	4.946990000E+2
1.145630000E+1	1.504495181E-2	2.980250000E-8	-4.284110000E-8	4.970890000E+2
1.146750000E+1	1.504495181E-2	-1.862660000E-8	2.607710000E-8	4.995230000E+2
1.147810000E+1	1.504495181E-2	3.352780000E-8	-1.676390000E-8	5.014830000E+2
1.148990000E+1	1.504495181E-2	1.490130000E-8	-1.862660000E-8	5.039210000E+2
1.150150000E+1	1.504495181E-2	-1.117590000E-8	-4.842900000E-8	5.068090000E+2
1.151220000E+1	1.504495181E-2	3.725310000E-8	0.000000000E+0	5.095990000E+2
1.150200000E+1	1.504495181E-2	-2.048920000E-8	-2.048920000E-8	5.206950000E+2
